CTY_NAME,CTY_TXT,State,Region,Division,POINT_X,POINT_Y
Lauderdale,G01077,Alabama,South Region,East South Central Division,-87.65394841570,34.90137190800
Prince Edward,G51147,Virginia,South Region,South Atlantic Division,-78.44162026700,37.22447289170
Harrisonburg,G51660,Virginia,South Region,South Atlantic Division,-78.87394097660,38.43582944340
Smyth,G51173,Virginia,South Region,South Atlantic Division,-81.53715310680,36.84386780170
Clay,G01027,Alabama,South Region,East South Central Division,-85.86076149520,33.26900088970
Lunenburg,G51111,Virginia,South Region,South Atlantic Division,-78.24048752570,36.94615570660
Manassas Park,G51685,Virginia,South Region,South Atlantic Division,-77.44562460180,38.77104489390
Carroll,G51035,Virginia,South Region,South Atlantic Division,-80.73365245470,36.73155209070
Bland,G51021,Virginia,South Region,South Atlantic Division,-81.13021834070,37.13393958480
Isle of Wight,G51093,Virginia,South Region,South Atlantic Division,-76.72643862640,36.89130613790
Franklin,G51620,Virginia,South Region,South Atlantic Division,-76.93788269780,36.68363036950
Scott,G51169,Virginia,South Region,South Atlantic Division,-82.60300167120,36.71426603990
Essex,G51057,Virginia,South Region,South Atlantic Division,-76.95153681150,37.94306436520
Fluvanna,G51065,Virginia,South Region,South Atlantic Division,-78.27740911200,37.84189830690
King and Queen,G51097,Virginia,South Region,South Atlantic Division,-76.89779121140,37.72302341040
Page,G51139,Virginia,South Region,South Atlantic Division,-78.48402041710,38.61995115820
Talladega,G01121,Alabama,South Region,East South Central Division,-86.16602947860,33.37993817990
Northumberland,G51133,Virginia,South Region,South Atlantic Division,-76.42211195520,37.88834631950
Fairfax,G51600,Virginia,South Region,South Atlantic Division,-77.30011528850,38.85269070320
Dinwiddie,G51053,Virginia,South Region,South Atlantic Division,-77.63228080000,37.07639580160
Morgan,G01103,Alabama,South Region,East South Central Division,-86.85294996810,34.45339225300
Martinsville,G51690,Virginia,South Region,South Atlantic Division,-79.86440698010,36.68326899760
Jackson,G01071,Alabama,South Region,East South Central Division,-85.99940356640,34.77932838140
Bristol,G51520,Virginia,South Region,South Atlantic Division,-82.16278016700,36.61565716850
Nelson,G51125,Virginia,South Region,South Atlantic Division,-78.88685885070,37.78738935430
Pulaski,G51155,Virginia,South Region,South Atlantic Division,-80.71480642120,37.06338282030
Hampton,G51650,Virginia,South Region,South Atlantic Division,-76.36785126800,37.05362918140
Spotsylvania,G51177,Virginia,South Region,South Atlantic Division,-77.65636012650,38.18502662440
Surry,G51181,Virginia,South Region,South Atlantic Division,-76.90031199220,37.10920473070
Portsmouth,G51740,Virginia,South Region,South Atlantic Division,-76.35534234710,36.84510574520
Richmond,G51760,Virginia,South Region,South Atlantic Division,-77.47525825300,37.52862918180
Wise,G51195,Virginia,South Region,South Atlantic Division,-82.62094706160,36.97527558520
Falls Church,G51610,Virginia,South Region,South Atlantic Division,-77.17516925300,38.88444817150
Montgomery,G51121,Virginia,South Region,South Atlantic Division,-80.38758715050,37.17345713170
Fredericksburg,G51630,Virginia,South Region,South Atlantic Division,-77.48692030320,38.29793337090
James City,G51095,Virginia,South Region,South Atlantic Division,-76.78049558200,37.32489454410
Chambers,G01017,Alabama,South Region,East South Central Division,-85.39206187020,32.91410455790
Covington,G51580,Virginia,South Region,South Atlantic Division,-79.98663009150,37.77568609900
Cullman,G01043,Alabama,South Region,East South Central Division,-86.86802423160,34.13191855050
Chilton,G01021,Alabama,South Region,East South Central Division,-86.71891090500,32.84799175250
Waynesboro,G51820,Virginia,South Region,South Atlantic Division,-78.90081074670,38.06661337540
Campbell,G51031,Virginia,South Region,South Atlantic Division,-79.09660979160,37.20543085600
Henry,G51089,Virginia,South Region,South Atlantic Division,-79.87402178860,36.68273069270
Hanover,G51085,Virginia,South Region,South Atlantic Division,-77.49102427670,37.76023337560
Prince William,G51153,Virginia,South Region,South Atlantic Division,-77.48157218570,38.70341750040
Greensville,G51081,Virginia,South Region,South Atlantic Division,-77.56002865800,36.67624186720
Chesterfield,G51041,Virginia,South Region,South Atlantic Division,-77.58631547700,37.37842534580
Middlesex,G51119,Virginia,South Region,South Atlantic Division,-76.57518469920,37.63336701200
Suffolk,G51800,Virginia,South Region,South Atlantic Division,-76.64159584170,36.69315664810
Marion,G29127,Missouri,Midwest Region,West North Central Division,-91.62241425000,39.80596837420
Shannon,G29203,Missouri,Midwest Region,West North Central Division,-91.40044671150,37.15734078290
Wright,G29229,Missouri,Midwest Region,West North Central Division,-92.46869008830,37.27014787620
Warren,G51187,Virginia,South Region,South Atlantic Division,-78.20758743840,38.90858687360
Clinton,G29049,Missouri,Midwest Region,West North Central Division,-94.40456957880,39.60175149840
Worth,G29227,Missouri,Midwest Region,West North Central Division,-94.42216043450,40.47911613510
Maries,G29125,Missouri,Midwest Region,West North Central Division,-91.92483878960,38.16167158810
Pemiscot,G29155,Missouri,Midwest Region,West North Central Division,-89.78531450940,36.21144673070
St. Francois,G29187,Missouri,Midwest Region,West North Central Division,-90.47227009390,37.81036877610
Boone,G29019,Missouri,Midwest Region,West North Central Division,-92.30976236890,38.99063081510
Taney,G29213,Missouri,Midwest Region,West North Central Division,-93.04112864380,36.65469294420
Stafford,G51179,Virginia,South Region,South Atlantic Division,-77.45992737560,38.42057372110
Russell,G51167,Virginia,South Region,South Atlantic Division,-82.09541521760,36.93369934220
Staunton,G51790,Virginia,South Region,South Atlantic Division,-79.06008712330,38.15944292570
Virginia Beach,G51810,Virginia,South Region,South Atlantic Division,-76.06006428050,36.75168375510
Roanoke,G51770,Virginia,South Region,South Atlantic Division,-79.95824739680,37.27814987370
Wythe,G51197,Virginia,South Region,South Atlantic Division,-81.07853133940,36.91704891110
Pulaski,G29169,Missouri,Midwest Region,West North Central Division,-92.20760959020,37.82469835880
Platte,G29165,Missouri,Midwest Region,West North Central Division,-94.77347851490,39.38053144530
Lincoln,G29113,Missouri,Midwest Region,West North Central Division,-90.96023674490,39.05819609030
Lafayette,G29107,Missouri,Midwest Region,West North Central Division,-93.78556757700,39.06544305920
Richmond,G51159,Virginia,South Region,South Atlantic Division,-76.72547305960,37.94283788120
Benton,G29015,Missouri,Midwest Region,West North Central Division,-93.28800993880,38.29482593660
Clark,G29045,Missouri,Midwest Region,West North Central Division,-91.73841052460,40.41027024020
Henrico,G51087,Virginia,South Region,South Atlantic Division,-77.40576037140,37.53794768910
Cooper,G29053,Missouri,Midwest Region,West North Central Division,-92.81012450360,38.84350307270
Dent,G29065,Missouri,Midwest Region,West North Central Division,-91.50783399510,37.60660614960
Sussex,G51183,Virginia,South Region,South Atlantic Division,-77.26195621730,36.92162399080
Brunswick,G51025,Virginia,South Region,South Atlantic Division,-77.85893400150,36.76489423070
Cole,G29051,Missouri,Midwest Region,West North Central Division,-92.28185847000,38.50557185490
Atchison,G29005,Missouri,Midwest Region,West North Central Division,-95.42812191430,40.43081399470
Norfolk,G51710,Virginia,South Region,South Atlantic Division,-76.25552365200,36.89353065930
Lawrence,G29109,Missouri,Midwest Region,West North Central Division,-93.83292908230,37.10635637650
Andrew,G29003,Missouri,Midwest Region,West North Central Division,-94.80194389610,39.98345100460
Cass,G29037,Missouri,Midwest Region,West North Central Division,-94.35495423470,38.64722888770
Gasconade,G29073,Missouri,Midwest Region,West North Central Division,-91.50796567060,38.44076566300
Phelps,G29161,Missouri,Midwest Region,West North Central Division,-91.79230389470,37.87716282560
Fauquier,G51061,Virginia,South Region,South Atlantic Division,-77.80931513790,38.73863998060
Ste. Genevieve,G29186,Missouri,Midwest Region,West North Central Division,-90.19458537080,37.89423189470
Hickory,G29085,Missouri,Midwest Region,West North Central Division,-93.32080952790,37.94076753210
Stoddard,G29207,Missouri,Midwest Region,West North Central Division,-89.94415989540,36.85565916000
Oregon,G29149,Missouri,Midwest Region,West North Central Division,-91.40335831950,36.68663364250
Caldwell,G29025,Missouri,Midwest Region,West North Central Division,-93.98266962540,39.65578589810
Douglas,G29067,Missouri,Midwest Region,West North Central Division,-92.49875002310,36.93260585860
Buchanan,G29021,Missouri,Midwest Region,West North Central Division,-94.80608307160,39.65991559110
Lawrence,G01079,Alabama,South Region,East South Central Division,-87.31124434790,34.52166409160
Lewis,G29111,Missouri,Midwest Region,West North Central Division,-91.72204477540,40.09688808400
Ozark,G29153,Missouri,Midwest Region,West North Central Division,-92.44462553120,36.64926884150
Jasper,G29097,Missouri,Midwest Region,West North Central Division,-94.34058555990,37.20355057610
Putnam,G29171,Missouri,Midwest Region,West North Central Division,-93.01646850930,40.47887017790
Osage,G29151,Missouri,Midwest Region,West North Central Division,-91.86188220820,38.46028998350
Nodaway,G29147,Missouri,Midwest Region,West North Central Division,-94.88351395510,40.36073552410
Randolph,G29175,Missouri,Midwest Region,West North Central Division,-92.49713931720,39.44008809190
Jefferson,G29099,Missouri,Midwest Region,West North Central Division,-90.53773377650,38.26088995630
Cedar,G29039,Missouri,Midwest Region,West North Central Division,-93.85655274250,37.72378245550
Calhoun,G01015,Alabama,South Region,East South Central Division,-85.82610421060,33.77131613540
Wayne,G29223,Missouri,Midwest Region,West North Central Division,-90.46145577900,37.11257954680
Iron,G29093,Missouri,Midwest Region,West North Central Division,-90.77347766170,37.55519454250
Harrison,G29081,Missouri,Midwest Region,West North Central Division,-93.99203612210,40.35467588260
Charles City,G51036,Virginia,South Region,South Atlantic Division,-77.06411071130,37.35790709280
Shelby,G29205,Missouri,Midwest Region,West North Central Division,-92.07659722090,39.79771439900
King William,G51101,Virginia,South Region,South Atlantic Division,-77.09035006480,37.70787378500
Carter,G29035,Missouri,Midwest Region,West North Central Division,-90.96235788070,36.94121976290
Northampton,G51131,Virginia,South Region,South Atlantic Division,-75.90690102530,37.35855047880
Perry,G29157,Missouri,Midwest Region,West North Central Division,-89.82463858550,37.70720427180
Dunklin,G29069,Missouri,Midwest Region,West North Central Division,-90.09099070810,36.27204648030
Chesapeake,G51550,Virginia,South Region,South Atlantic Division,-76.30236922640,36.67764689220
Buena Vista,G51530,Virginia,South Region,South Atlantic Division,-79.35605442660,37.73185503440
Caroline,G51033,Virginia,South Region,South Atlantic Division,-77.34685907140,38.02671162490
Macon,G29121,Missouri,Midwest Region,West North Central Division,-92.56456640240,39.83073146390
Charlotte,G51037,Virginia,South Region,South Atlantic Division,-78.66155612420,37.01157064930
Moniteau,G29135,Missouri,Midwest Region,West North Central Division,-92.58309033770,38.63257142970
Scotland,G29199,Missouri,Midwest Region,West North Central Division,-92.14698456390,40.45260323520
Saline,G29195,Missouri,Midwest Region,West North Central Division,-93.20183547160,39.13670366360
Carroll,G33003,New Hampshire,Northeast Region,New England Division,-71.20288087440,43.87394893080
Camden,G29029,Missouri,Midwest Region,West North Central Division,-92.76598420000,38.02690594370
Crawford,G29055,Missouri,Midwest Region,West North Central Division,-91.30393430890,37.97635850290
Warren,G29219,Missouri,Midwest Region,West North Central Division,-91.16072176950,38.76463016070
Gentry,G29075,Missouri,Midwest Region,West North Central Division,-94.40990689570,40.21208983050
Barton,G29011,Missouri,Midwest Region,West North Central Division,-94.34709049850,37.50230078710
Newton,G29145,Missouri,Midwest Region,West North Central Division,-94.33918788120,36.90549533190
Rockingham,G33015,New Hampshire,Northeast Region,New England Division,-71.12970007600,42.98639058250
New Kent,G51127,Virginia,South Region,South Atlantic Division,-77.00150396610,37.50519210130
St. Louis,G29510,Missouri,Midwest Region,West North Central Division,-90.24510533190,38.63640305110
Loudoun,G51107,Virginia,South Region,South Atlantic Division,-77.63583322140,39.09059262010
Greene,G29077,Missouri,Midwest Region,West North Central Division,-93.34196375110,37.25799329390
Washington,G51191,Virginia,South Region,South Atlantic Division,-81.95976991390,36.72442014470
Radford,G51750,Virginia,South Region,South Atlantic Division,-80.55844522460,37.12291562600
Scott,G29201,Missouri,Midwest Region,West North Central Division,-89.56865756460,37.05311001360
Howard,G29089,Missouri,Midwest Region,West North Central Division,-92.69627013050,39.14250148730
Crenshaw,G01041,Alabama,South Region,East South Central Division,-86.31355121170,31.73124590670
Callaway,G29027,Missouri,Midwest Region,West North Central Division,-91.92607377840,38.83549539350
Strafford,G33017,New Hampshire,Northeast Region,New England Division,-71.03089248450,43.29899767220
Bollinger,G29017,Missouri,Midwest Region,West North Central Division,-90.02592098400,37.32210339110
Holt,G29087,Missouri,Midwest Region,West North Central Division,-95.21555302910,40.09461701360
Conecuh,G01035,Alabama,South Region,East South Central Division,-86.99367686760,31.42909540370
Washington,G29221,Missouri,Midwest Region,West North Central Division,-90.87751920570,37.96160188380
Morgan,G29141,Missouri,Midwest Region,West North Central Division,-92.88602193040,38.42358038790
Christian,G29043,Missouri,Midwest Region,West North Central Division,-93.18869003040,36.96952664120
Livingston,G29117,Missouri,Midwest Region,West North Central Division,-93.54821747480,39.78201593730
Ralls,G29173,Missouri,Midwest Region,West North Central Division,-91.52192925750,39.52773880600
Ray,G29177,Missouri,Midwest Region,West North Central Division,-93.98987111810,39.35235646270
Mercer,G29129,Missouri,Midwest Region,West North Central Division,-93.56854499710,40.42236769980
Arlington,G51013,Virginia,South Region,South Atlantic Division,-77.10154396420,38.87878804220
Reynolds,G29179,Missouri,Midwest Region,West North Central Division,-90.96905598100,37.36229802380
Carroll,G29033,Missouri,Midwest Region,West North Central Division,-93.50500257940,39.42698985140
Grafton,G33009,New Hampshire,Northeast Region,New England Division,-71.82067429550,43.94060566470
Grundy,G29079,Missouri,Midwest Region,West North Central Division,-93.56532951680,40.11402280550
Schuyler,G29197,Missouri,Midwest Region,West North Central Division,-92.52118744840,40.47049430910
Prince George,G51149,Virginia,South Region,South Atlantic Division,-77.22605492590,37.18602307950
Polk,G29167,Missouri,Midwest Region,West North Central Division,-93.40048565940,37.61648244400
Knox,G29103,Missouri,Midwest Region,West North Central Division,-92.14804804710,40.12816210620
Cheshire,G33005,New Hampshire,Northeast Region,New England Division,-72.25109766640,42.91931120320
Dickenson,G51051,Virginia,South Region,South Atlantic Division,-82.35018432060,37.12577923150
Floyd,G51063,Virginia,South Region,South Atlantic Division,-80.36259294040,36.93109786730
Cape Girardeau,G29031,Missouri,Midwest Region,West North Central Division,-89.68439660290,37.38404430350
Butler,G29023,Missouri,Midwest Region,West North Central Division,-90.40644222770,36.71639698920
Madison,G29123,Missouri,Midwest Region,West North Central Division,-90.34502211870,37.47809992630
Gloucester,G51073,Virginia,South Region,South Atlantic Division,-76.54226718030,37.42303716140
Etowah,G01055,Alabama,South Region,East South Central Division,-86.03471124350,34.04521797220
New Madrid,G29143,Missouri,Midwest Region,West North Central Division,-89.65179837040,36.59479872190
Amelia,G51007,Virginia,South Region,South Atlantic Division,-77.97633839040,37.33587773090
Henry,G29083,Missouri,Midwest Region,West North Central Division,-93.79275692130,38.38504338980
Sullivan,G33019,New Hampshire,Northeast Region,New England Division,-72.22251092040,43.36103427420
Goochland,G51075,Virginia,South Region,South Atlantic Division,-77.91607050450,37.72185874500
Jackson,G29095,Missouri,Midwest Region,West North Central Division,-94.34610780780,39.00851603290
Patrick,G51141,Virginia,South Region,South Atlantic Division,-80.28446696880,36.67845147830
Knox,G23013,Maine,Northeast Region,New England Division,-69.18344971630,44.15821719340
Perry,G01105,Alabama,South Region,East South Central Division,-87.29450207120,32.63848495190
Sagadahoc,G23023,Maine,Northeast Region,New England Division,-69.86047495360,43.97098280130
Southampton,G51175,Virginia,South Region,South Atlantic Division,-77.10622491540,36.72032252900
Barry,G29009,Missouri,Midwest Region,West North Central Division,-93.82912658980,36.70986066150
Bullock,G01011,Alabama,South Region,East South Central Division,-85.71557508600,32.10037227530
Shenandoah,G51171,Virginia,South Region,South Atlantic Division,-78.57041028970,38.85839069370
DeKalb,G29063,Missouri,Midwest Region,West North Central Division,-94.40474634900,39.89314391090
Amherst,G51009,Virginia,South Region,South Atlantic Division,-79.14504298310,37.60491203360
Grayson,G51077,Virginia,South Region,South Atlantic Division,-81.22493443870,36.65657756300
Belknap,G33001,New Hampshire,Northeast Region,New England Division,-71.42331357810,43.51859931210
Howell,G29091,Missouri,Midwest Region,West North Central Division,-91.88654236930,36.77402377920
Miller,G29131,Missouri,Midwest Region,West North Central Division,-92.42842498120,38.21452535690
Franklin,G23007,Maine,Northeast Region,New England Division,-70.44387341040,44.97383960520
Poquoson,G51735,Virginia,South Region,South Atlantic Division,-76.35864068840,37.13164536960
Giles,G51071,Virginia,South Region,South Atlantic Division,-80.70373003310,37.31394157940
Colonial Heights,G51570,Virginia,South Region,South Atlantic Division,-77.39861841530,37.26409272330
Accomack,G51001,Virginia,South Region,South Atlantic Division,-75.64903734780,37.76736867370
Dade,G29057,Missouri,Midwest Region,West North Central Division,-93.85021877650,37.43205536060
Marion,G01093,Alabama,South Region,East South Central Division,-87.88717361580,34.13660200880
Rockingham,G51165,Virginia,South Region,South Atlantic Division,-78.87575652520,38.51205276560
Tuscaloosa,G01125,Alabama,South Region,East South Central Division,-87.52505224270,33.28959209920
Texas,G29215,Missouri,Midwest Region,West North Central Division,-91.96506488070,37.31736333880
Hopewell,G51670,Virginia,South Region,South Atlantic Division,-77.29753541970,37.29147693850
Shelby,G01117,Alabama,South Region,East South Central Division,-86.66128536290,33.26436556930
Pike,G01109,Alabama,South Region,East South Central Division,-85.94099163700,31.80272410720
Kennebec,G23011,Maine,Northeast Region,New England Division,-69.76735375900,44.40913163350
Craig,G51045,Virginia,South Region,South Atlantic Division,-80.21233026540,37.48137697200
Adair,G29001,Missouri,Midwest Region,West North Central Division,-92.60056872790,40.19062281510
Bates,G29013,Missouri,Midwest Region,West North Central Division,-94.33990688390,38.25735847890
Dallas,G29059,Missouri,Midwest Region,West North Central Division,-93.02363775340,37.68042290670
Pike,G29163,Missouri,Midwest Region,West North Central Division,-91.17137679200,39.34383336960
Cumberland,G23005,Maine,Northeast Region,New England Division,-70.41485393790,43.85028435060
Piscataquis,G23021,Maine,Northeast Region,New England Division,-69.28445031940,45.83721323140
Mississippi,G29133,Missouri,Midwest Region,West North Central Division,-89.29130679070,36.82808685060
Chariton,G29041,Missouri,Midwest Region,West North Central Division,-92.96226102860,39.51506057250
Norton,G51720,Virginia,South Region,South Atlantic Division,-82.62553227740,36.93297093200
Louisa,G51109,Virginia,South Region,South Atlantic Division,-77.96281990450,37.97825348350
Johnson,G29101,Missouri,Midwest Region,West North Central Division,-93.80635730090,38.74407756800
Lincoln,G23015,Maine,Northeast Region,New England Division,-69.54170102670,44.07674352230
Washington,G23029,Maine,Northeast Region,New England Division,-67.63762956660,45.03969340270
Oxford,G23017,Maine,Northeast Region,New England Division,-70.75658596620,44.49975068120
Franklin,G29071,Missouri,Midwest Region,West North Central Division,-91.07504673280,38.41118494130
Mathews,G51115,Virginia,South Region,South Atlantic Division,-76.34338660210,37.43522555240
Cumberland,G51049,Virginia,South Region,South Atlantic Division,-78.24496134670,37.51182177410
Petersburg,G51730,Virginia,South Region,South Atlantic Division,-77.39154366610,37.20411153270
Greene,G51079,Virginia,South Region,South Atlantic Division,-78.46655075630,38.29762043010
Webster,G29225,Missouri,Midwest Region,West North Central Division,-92.87575104120,37.28094027300
Ripley,G29181,Missouri,Midwest Region,West North Central Division,-90.86390697190,36.65282418590
Monroe,G29137,Missouri,Midwest Region,West North Central Division,-92.00078381010,39.49539729320
Stone,G29209,Missouri,Midwest Region,West North Central Division,-93.45598041560,36.74697499810
Salem,G51775,Virginia,South Region,South Atlantic Division,-80.05475593010,37.28593557900
St. Charles,G29183,Missouri,Midwest Region,West North Central Division,-90.67492348080,38.78219214000
Merrimack,G33013,New Hampshire,Northeast Region,New England Division,-71.68021825690,43.29763230350
Montgomery,G29139,Missouri,Midwest Region,West North Central Division,-91.47027665430,38.94150300880
Botetourt,G51023,Virginia,South Region,South Atlantic Division,-79.81214297980,37.55696853820
McDonald,G29119,Missouri,Midwest Region,West North Central Division,-94.34853178110,36.62860204950
Androscoggin,G23001,Maine,Northeast Region,New England Division,-70.20653546720,44.16573046610
Albemarle,G51003,Virginia,South Region,South Atlantic Division,-78.55658502860,38.02289597360
Laclede,G29105,Missouri,Midwest Region,West North Central Division,-92.59033672470,37.65831608320
Pettis,G29159,Missouri,Midwest Region,West North Central Division,-93.28508490090,38.72820868390
Halifax,G51083,Virginia,South Region,South Atlantic Division,-78.93665207780,36.76704702260
Sullivan,G29211,Missouri,Midwest Region,West North Central Division,-93.11156210850,40.21059325330
Galax,G51640,Virginia,South Region,South Atlantic Division,-80.91654494390,36.66798107570
Powhatan,G51145,Virginia,South Region,South Atlantic Division,-77.91511337520,37.55018232870
Somerset,G23025,Maine,Northeast Region,New England Division,-69.95887139500,45.51407781570
Danville,G51590,Virginia,South Region,South Atlantic Division,-79.40873160800,36.58307615680
Appomattox,G51011,Virginia,South Region,South Atlantic Division,-78.81222856950,37.37222011880
Manassas,G51683,Virginia,South Region,South Atlantic Division,-77.48301604050,38.74966444450
York,G23031,Maine,Northeast Region,New England Division,-70.71526006920,43.48048402840
Washington,G01129,Alabama,South Region,East South Central Division,-88.20797675390,31.40758163820
Covington,G01039,Alabama,South Region,East South Central Division,-86.45139607870,31.24832532300
Madison,G01089,Alabama,South Region,East South Central Division,-86.55023740860,34.76308909610
Daviess,G29061,Missouri,Midwest Region,West North Central Division,-93.98552423850,39.96081414310
Hancock,G23009,Maine,Northeast Region,New England Division,-68.35267457400,44.67825801450
Coos,G33007,New Hampshire,Northeast Region,New England Division,-71.30532016550,44.68962107660
Lowndes,G01085,Alabama,South Region,East South Central Division,-86.65015076660,32.15489689200
Bath,G51017,Virginia,South Region,South Atlantic Division,-79.74107796010,38.05870818250
McCormick,G45065,South Carolina,South Region,South Atlantic Division,-82.30994312540,33.89958742280
Chesterfield,G45025,South Carolina,South Region,South Atlantic Division,-80.15846874250,34.63986281190
Augusta,G51015,Virginia,South Region,South Atlantic Division,-79.13368118940,38.16446257760
Buchanan,G51027,Virginia,South Region,South Atlantic Division,-82.03604990020,37.26624772090
St. Louis,G29189,Missouri,Midwest Region,West North Central Division,-90.44312146740,38.64073032980
Williamsburg,G51830,Virginia,South Region,South Atlantic Division,-76.70701390220,37.26835593130
Bedford,G51019,Virginia,South Region,South Atlantic Division,-79.52403088350,37.31496221850
Clarke,G51043,Virginia,South Region,South Atlantic Division,-77.99700099230,39.11234819680
Westmoreland,G51193,Virginia,South Region,South Atlantic Division,-76.80392565440,38.11076697370
Mecklenburg,G51117,Virginia,South Region,South Atlantic Division,-78.36279858470,36.68025836710
St. Clair,G29185,Missouri,Midwest Region,West North Central Division,-93.77608355970,38.03701287240
Autauga,G01001,Alabama,South Region,East South Central Division,-86.64256613190,32.53499631450
Orange,G51137,Virginia,South Region,South Atlantic Division,-78.01315633580,38.24647383170
Lynchburg,G51680,Virginia,South Region,South Atlantic Division,-79.19091235690,37.39989625000
Franklin,G51067,Virginia,South Region,South Atlantic Division,-79.88102705640,36.99204313200
Newberry,G45071,South Carolina,South Region,South Atlantic Division,-81.60023999910,34.28961210160
Beaufort,G45013,South Carolina,South Region,South Atlantic Division,-80.73987180980,32.38738705950
Audrain,G29007,Missouri,Midwest Region,West North Central Division,-91.84168319180,39.21572397640
Cherokee,G45021,South Carolina,South Region,South Atlantic Division,-81.62024859040,35.04815554250
Horry,G45051,South Carolina,South Region,South Atlantic Division,-78.99732789040,33.92141364800
Lee,G45061,South Carolina,South Region,South Atlantic Division,-80.25462541380,34.16317078540
Allendale,G45005,South Carolina,South Region,South Atlantic Division,-81.35785854260,32.98801270450
Chester,G45023,South Carolina,South Region,South Atlantic Division,-81.15925281930,34.69201816230
Culpeper,G51047,Virginia,South Region,South Atlantic Division,-77.95655870340,38.48656173990
Linn,G29115,Missouri,Midwest Region,West North Central Division,-93.10715595290,39.87020256620
Charleston,G45019,South Carolina,South Region,South Atlantic Division,-79.95866696170,32.83990964300
Richland,G45079,South Carolina,South Region,South Atlantic Division,-80.90318072370,34.02188718180
Anderson,G45007,South Carolina,South Region,South Atlantic Division,-82.63789097150,34.51899153140
Darlington,G45031,South Carolina,South Region,South Atlantic Division,-79.95810209660,34.33220135220
Williamsburg,G45089,South Carolina,South Region,South Atlantic Division,-79.72764837700,33.62022104440
Lancaster,G45057,South Carolina,South Region,South Atlantic Division,-80.70543291000,34.68713985980
Orangeburg,G45075,South Carolina,South Region,South Atlantic Division,-80.80023094530,33.43910598120
Bamberg,G45009,South Carolina,South Region,South Atlantic Division,-81.05447463420,33.21451366850
Clarendon,G45027,South Carolina,South Region,South Atlantic Division,-80.21631979800,33.66566819550
Jasper,G45053,South Carolina,South Region,South Atlantic Division,-81.03362100980,32.43883953870
Dillon,G45033,South Carolina,South Region,South Atlantic Division,-79.37886958340,34.39158446250
Barnwell,G45011,South Carolina,South Region,South Atlantic Division,-81.43509585030,33.26612149640
Hancock,G19081,Iowa,Midwest Region,West North Central Division,-93.73422614090,43.08188809480
Oconee,G45073,South Carolina,South Region,South Atlantic Division,-83.06580080180,34.75308101460
Saluda,G45081,South Carolina,South Region,South Atlantic Division,-81.72682918950,34.00601614820
Sumter,G45085,South Carolina,South Region,South Atlantic Division,-80.38174909830,33.91636877190
Clinton,G19045,Iowa,Midwest Region,West North Central Division,-90.53193305640,41.89809341870
Vernon,G29217,Missouri,Midwest Region,West North Central Division,-94.34234697000,37.85049336690
Guthrie,G19077,Iowa,Midwest Region,West North Central Division,-94.50106160230,41.68372050470
Dickinson,G19059,Iowa,Midwest Region,West North Central Division,-95.15078732140,43.37798940240
Hampton,G45049,South Carolina,South Region,South Atlantic Division,-81.14060869020,32.77641271070
Greenwood,G45047,South Carolina,South Region,South Atlantic Division,-82.12591201490,34.15391105590
Georgetown,G45043,South Carolina,South Region,South Atlantic Division,-79.33658848870,33.44089755180
Lexington,G45063,South Carolina,South Region,South Atlantic Division,-81.27222339480,33.90220036120
Fairfield,G45039,South Carolina,South Region,South Atlantic Division,-81.12145004110,34.39527926480
Allamakee,G19005,Iowa,Midwest Region,West North Central Division,-91.37812548660,43.28428691490
Union,G45087,South Carolina,South Region,South Atlantic Division,-81.61944516220,34.68910950320
Boone,G19015,Iowa,Midwest Region,West North Central Division,-93.93159782260,42.03657448530
Hardin,G19083,Iowa,Midwest Region,West North Central Division,-93.24037944860,42.38381379270
Dorchester,G45035,South Carolina,South Region,South Atlantic Division,-80.40506800790,33.07938940040
Wayne,G19185,Iowa,Midwest Region,West North Central Division,-93.32739383340,40.73951767200
Marion,G45067,South Carolina,South Region,South Atlantic Division,-79.36246587150,34.07976339760
Marion,G19125,Iowa,Midwest Region,West North Central Division,-93.09948554760,41.33447082930
Pottawattamie,G19155,Iowa,Midwest Region,West North Central Division,-95.54218952870,41.33656267410
Calhoun,G45017,South Carolina,South Region,South Atlantic Division,-80.78020934620,33.67503154780
Tama,G19171,Iowa,Midwest Region,West North Central Division,-92.53255925510,42.07978636050
Keokuk,G19107,Iowa,Midwest Region,West North Central Division,-92.17866803060,41.33645114550
Van Buren,G19177,Iowa,Midwest Region,West North Central Division,-91.94989430030,40.75322034590
Kershaw,G45055,South Carolina,South Region,South Atlantic Division,-80.59022310910,34.33880364320
Washington,G19183,Iowa,Midwest Region,West North Central Division,-91.71783652750,41.33564517090
Marshall,G19127,Iowa,Midwest Region,West North Central Division,-92.99883326700,42.03580275860
Greenville,G45045,South Carolina,South Region,South Atlantic Division,-82.37067713070,34.89427412580
Shelby,G19165,Iowa,Midwest Region,West North Central Division,-95.31016514360,41.68507448030
Harrison,G19085,Iowa,Midwest Region,West North Central Division,-95.81686544890,41.68279458590
Fayette,G19065,Iowa,Midwest Region,West North Central Division,-91.84434129980,42.86251945160
Clarke,G19039,Iowa,Midwest Region,West North Central Division,-93.78515084360,41.02898149330
Jones,G19105,Iowa,Midwest Region,West North Central Division,-91.13141878690,42.12118311070
O'Brien,G19141,Iowa,Midwest Region,West North Central Division,-95.62485841330,43.08378045390
Humboldt,G19091,Iowa,Midwest Region,West North Central Division,-94.20718004700,42.77650558550
