CTY_NAME,CTY_TXT,State,Region,Division,POINT_X,POINT_Y
San Augustine,G48405,Texas,South Region,West South Central Division,-94.16822748360,31.39435598470
Northwest Arctic,G02188,Alaska,West Region,Pacific Division,-159.70541245500,67.06219966550
Baylor,G48023,Texas,South Region,West South Central Division,-99.21350943400,33.61640571230
Bastrop,G48021,Texas,South Region,West South Central Division,-97.31192931600,30.10352256850
Val Verde,G48465,Texas,South Region,West South Central Division,-101.15172239000,29.89300922800
Nueces,G48355,Texas,South Region,West South Central Division,-97.62976060950,27.72394698770
Fayette,G48149,Texas,South Region,West South Central Division,-96.91977530880,29.87677714240
Mason,G48319,Texas,South Region,West South Central Division,-99.22615324960,30.71773183520
Castro,G48069,Texas,South Region,West South Central Division,-102.26166437500,34.52997108230
Angelina,G48005,Texas,South Region,West South Central Division,-94.61177735380,31.25464517910
Edwards,G48137,Texas,South Region,West South Central Division,-100.30471996700,29.98258138150
Wheeler,G48483,Texas,South Region,West South Central Division,-100.26965549300,35.40122300970
Mills,G48333,Texas,South Region,West South Central Division,-98.59521511860,31.49521923620
Menard,G48327,Texas,South Region,West South Central Division,-99.82067142570,30.88976994440
Ochiltree,G48357,Texas,South Region,West South Central Division,-100.81565248100,36.27838825500
Tyler,G48457,Texas,South Region,West South Central Division,-94.37630000180,30.77096224100
Walker,G48471,Texas,South Region,West South Central Division,-95.57217686360,30.73894469610
Houston,G48225,Texas,South Region,West South Central Division,-95.42268284130,31.31776227620
Denton,G48121,Texas,South Region,West South Central Division,-97.11697631410,33.20526231420
Dickens,G48125,Texas,South Region,West South Central Division,-100.77887209100,33.61655986840
Lavaca,G48285,Texas,South Region,West South Central Division,-96.93021033410,29.38435762040
Ector,G48135,Texas,South Region,West South Central Division,-102.54280082000,31.86915249910
Real,G48385,Texas,South Region,West South Central Division,-99.82213360910,29.83172401860
Aleutians East,G02013,Alaska,West Region,Pacific Division,-161.99396806400,55.36448819680
Bowie,G48037,Texas,South Region,West South Central Division,-94.42309527740,33.44514552820
Culberson,G48109,Texas,South Region,West South Central Division,-104.51738386900,31.44709511290
Anchorage,G02020,Alaska,West Region,Pacific Division,-149.10955232100,61.15000611070
Colorado,G48089,Texas,South Region,West South Central Division,-96.52639666310,29.62072647740
Comal,G48091,Texas,South Region,West South Central Division,-98.27817037930,29.80833766940
Duval,G48131,Texas,South Region,West South Central Division,-98.50892713910,27.68130811420
Yakutat,G02282,Alaska,West Region,Pacific Division,-140.36698300600,59.89292685920
Bailey,G48017,Texas,South Region,West South Central Division,-102.82991071500,34.06855264260
Lamb,G48279,Texas,South Region,West South Central Division,-102.35172343000,34.06861093710
Dawson,G48115,Texas,South Region,West South Central Division,-101.94769265700,32.74246982890
Juneau,G02110,Alaska,West Region,Pacific Division,-134.17604039700,58.45942083130
Yukon-Koyukuk,G02290,Alaska,West Region,Pacific Division,-151.39007946200,65.50932306120
Callahan,G48059,Texas,South Region,West South Central Division,-99.37347694030,32.29762518010
Leon,G48289,Texas,South Region,West South Central Division,-95.99571161030,31.29662230570
Runnels,G48399,Texas,South Region,West South Central Division,-99.97621552090,31.83108669250
Lake and Peninsula,G02164,Alaska,West Region,Pacific Division,-156.17809830000,58.64769904650
Kenai Peninsula,G02122,Alaska,West Region,Pacific Division,-151.57113840100,60.26205889950
Liberty,G48291,Texas,South Region,West South Central Division,-94.81226949400,30.15156748160
Brown,G48049,Texas,South Region,West South Central Division,-98.99983561380,31.77437909970
Zapata,G48505,Texas,South Region,West South Central Division,-99.16861903400,27.00072636060
Rains,G48379,Texas,South Region,West South Central Division,-95.79342656790,32.87021092760
Dallam,G48111,Texas,South Region,West South Central Division,-102.60232678100,36.27788632240
Ellis,G48139,Texas,South Region,West South Central Division,-96.79456680590,32.34849144970
Burnet,G48053,Texas,South Region,West South Central Division,-98.18244546760,30.78832170280
Hays,G48209,Texas,South Region,West South Central Division,-98.03109760500,30.05811230380
Somervell,G48425,Texas,South Region,West South Central Division,-97.77434353020,32.22227323170
Calhoun,G48057,Texas,South Region,West South Central Division,-96.64862914950,28.48915610480
Caldwell,G48055,Texas,South Region,West South Central Division,-97.61948582230,29.83716327180
Chambers,G48071,Texas,South Region,West South Central Division,-94.60784146040,29.73901409170
Hudspeth,G48229,Texas,South Region,West South Central Division,-105.38648788900,31.45628442700
Cochran,G48079,Texas,South Region,West South Central Division,-102.82847090300,33.60411912260
Eastland,G48133,Texas,South Region,West South Central Division,-98.83233411920,32.32704175540
Foard,G48155,Texas,South Region,West South Central Division,-99.77786859210,33.97491366980
Denali,G02068,Alaska,West Region,Pacific Division,-150.00881676000,63.67343926220
Glasscock,G48173,Texas,South Region,West South Central Division,-101.52079266200,31.86941949490
Kodiak Island,G02150,Alaska,West Region,Pacific Division,-153.79411954500,57.67183484320
Hansford,G48195,Texas,South Region,West South Central Division,-101.35454508900,36.27744764930
Victoria,G48469,Texas,South Region,West South Central Division,-96.97154929040,28.79679440140
El Paso,G48141,Texas,South Region,West South Central Division,-106.23520583600,31.76876003750
Cass,G48067,Texas,South Region,West South Central Division,-94.34354386410,33.07764244550
Coryell,G48099,Texas,South Region,West South Central Division,-97.79919673850,31.39092590540
Loving,G48301,Texas,South Region,West South Central Division,-103.57979429500,31.84931275500
Henderson,G48213,Texas,South Region,West South Central Division,-95.85378928980,32.21193247640
Nolan,G48353,Texas,South Region,West South Central Division,-100.40605904700,32.30352962770
Terry,G48445,Texas,South Region,West South Central Division,-102.33521679100,33.17381445350
Potter,G48375,Texas,South Region,West South Central Division,-101.89402111300,35.40118622460
Llano,G48299,Texas,South Region,West South Central Division,-98.68412204120,30.70564974830
Armstrong,G48011,Texas,South Region,West South Central Division,-101.35743506300,34.96493940180
Kenedy,G48261,Texas,South Region,West South Central Division,-97.72003222300,26.92845065520
Robertson,G48395,Texas,South Region,West South Central Division,-96.51285549480,31.02692856250
Hillsborough,G12057,Florida,South Region,South Atlantic Division,-82.30714650370,27.93035093750
Jefferson,G48245,Texas,South Region,West South Central Division,-94.17203901370,29.88427186650
Collier,G12021,Florida,South Region,South Atlantic Division,-81.33878620810,26.11961544360
Pinellas,G12103,Florida,South Region,South Atlantic Division,-82.72001499900,27.93620406480
Hillsborough,G33011,New Hampshire,Northeast Region,New England Division,-71.71593824110,42.91522361140
Mitchell,G48335,Texas,South Region,West South Central Division,-100.92119474200,32.30610619440
Johnson,G48251,Texas,South Region,West South Central Division,-97.36640669520,32.37898651230
Hopkins,G48223,Texas,South Region,West South Central Division,-95.56399010360,33.14945480240
Palm Beach,G12099,Florida,South Region,South Atlantic Division,-80.46797184320,26.64713317410
Charlotte,G12015,Florida,South Region,South Atlantic Division,-81.89598735470,26.90809701620
Crockett,G48105,Texas,South Region,West South Central Division,-101.41201570300,30.72297788470
Seminole,G12117,Florida,South Region,South Atlantic Division,-81.23644462510,28.71707199490
Baker,G12003,Florida,South Region,South Atlantic Division,-82.28458750170,30.33109110470
DeSoto,G12027,Florida,South Region,South Atlantic Division,-81.80925660150,27.18630298670
Webb,G48479,Texas,South Region,West South Central Division,-99.33156235030,27.76105089290
Grayson,G48181,Texas,South Region,West South Central Division,-96.67771127590,33.62671039200
Williamson,G48491,Texas,South Region,West South Central Division,-97.60080560590,30.64805783410
Iroquois,G17075,Illinois,Midwest Region,East North Central Division,-87.82431060320,40.74728317840
Lee,G48287,Texas,South Region,West South Central Division,-96.96600557970,30.31069788750
Grundy,G17063,Illinois,Midwest Region,East North Central Division,-88.41849403440,41.28502062970
Lake,G17097,Illinois,Midwest Region,East North Central Division,-88.00363994240,42.32332219150
Clay,G17025,Illinois,Midwest Region,East North Central Division,-88.49035298230,38.75431837410
Calhoun,G17013,Illinois,Midwest Region,East North Central Division,-90.66734710090,39.16938686340
Champaign,G17019,Illinois,Midwest Region,East North Central Division,-88.19921189680,40.14006995330
Clark,G17023,Illinois,Midwest Region,East North Central Division,-87.78757765550,39.33356062330
Alexander,G17003,Illinois,Midwest Region,East North Central Division,-89.33711403770,37.19147397690
Adams,G17001,Illinois,Midwest Region,East North Central Division,-91.18850517880,39.98787319180
Cass,G17017,Illinois,Midwest Region,East North Central Division,-90.24761223180,39.97354889480
Bureau,G17011,Illinois,Midwest Region,East North Central Division,-89.52862080780,41.40410258210
Carroll,G17015,Illinois,Midwest Region,East North Central Division,-89.93420931060,42.06860079840
Jeff Davis,G48243,Texas,South Region,West South Central Division,-104.14003057900,30.71542708780
Levy,G12075,Florida,South Region,South Atlantic Division,-82.73829286600,29.32181423830
Borden,G48033,Texas,South Region,West South Central Division,-101.43178372300,32.74367745260
Alachua,G12001,Florida,South Region,South Atlantic Division,-82.35800613600,29.67492161060
Wood,G48499,Texas,South Region,West South Central Division,-95.38225229080,32.78620309470
Christian,G17021,Illinois,Midwest Region,East North Central Division,-89.27739256890,39.54563146060
Bond,G17005,Illinois,Midwest Region,East North Central Division,-89.43554258100,38.88683586590
Benton,G19011,Iowa,Midwest Region,West North Central Division,-92.06571305350,42.08020176210
Pasco,G12101,Florida,South Region,South Atlantic Division,-82.39101984860,28.30922071090
Kootenai,G16055,Idaho,West Region,Mountain Division,-116.69994816100,47.67448528320
Bandera,G48019,Texas,South Region,West South Central Division,-99.24643357500,29.74716466330
Hendry,G12051,Florida,South Region,South Atlantic Division,-81.16584759040,26.55350804930
Orange,G48361,Texas,South Region,West South Central Division,-93.89631192490,30.12783825970
Swisher,G48437,Texas,South Region,West South Central Division,-101.73505145400,34.53033151140
Milam,G48331,Texas,South Region,West South Central Division,-96.97715312500,30.78627064290
Gilchrist,G12041,Florida,South Region,South Atlantic Division,-82.80079778560,29.72582552090
Van Zandt,G48467,Texas,South Region,West South Central Division,-95.83656092620,32.56356898520
Okeechobee,G12093,Florida,South Region,South Atlantic Division,-80.88850572060,27.38617754800
Limestone,G48293,Texas,South Region,West South Central Division,-96.58047240580,31.54536820380
Brewster,G48043,Texas,South Region,West South Central Division,-103.25176763300,29.81196319300
Broward,G12011,Florida,South Region,South Atlantic Division,-80.48699139680,26.15229794970
Brazoria,G48039,Texas,South Region,West South Central Division,-95.45496423020,29.19067517950
Austin,G48015,Texas,South Region,West South Central Division,-96.27806794670,29.88736596340
Sussex,G10005,Delaware,South Region,South Atlantic Division,-75.39807566110,38.66188279890
Rusk,G48401,Texas,South Region,West South Central Division,-94.76191363170,32.10759491530
St. Johns,G12109,Florida,South Region,South Atlantic Division,-81.44335478270,29.90335977310
Lubbock,G48303,Texas,South Region,West South Central Division,-101.82052873600,33.61020512700
Dixie,G12029,Florida,South Region,South Atlantic Division,-83.15859997940,29.61007756740
Bay,G12005,Florida,South Region,South Atlantic Division,-85.61451560270,30.27933116530
Gulf,G12045,Florida,South Region,South Atlantic Division,-85.22751970060,29.95841484050
Glades,G12043,Florida,South Region,South Atlantic Division,-81.18900318590,26.95640512820
Falls,G48145,Texas,South Region,West South Central Division,-96.93587577280,31.25333101020
Wade Hampton,G02270,Alaska,West Region,Pacific Division,-163.37264012500,62.15424286810
Marion,G12083,Florida,South Region,South Atlantic Division,-82.05662711320,29.21031048720
Baldwin,G01003,Alabama,South Region,East South Central Division,-87.72277500610,30.73435425220
Lamar,G48277,Texas,South Region,West South Central Division,-95.57103131740,33.66715344260
Wichita,G48485,Texas,South Region,West South Central Division,-98.70370079820,33.98795976520
Grimes,G48185,Texas,South Region,West South Central Division,-95.98538167490,30.54329563970
Duval,G12031,Florida,South Region,South Atlantic Division,-81.67237016070,30.33079911880
